Title,Time,Artist,Album,Genre,Plays
Patlamaya Devam,2:24,Isyan Tetick,Patlamaya Devam - Single,Electronic,
Patola,3:28,"Guru Randhawa, Bohemia & Preet Hundal",Patola - Single,Indian Pop,3
Peaches (feat. Daniel Caesar & GIVĒON),3:18,Justin Bieber,Justice,Pop,2
Pee Loon,4:46,Pritam & Mohit Chauhan,Once Upon a Time In Mumbaai (Original Motion Picture Soundtrack),Bollywood,8
Peechay Hutt,3:46,"Hasan Raheem, Justin Bibis & Talal Qureshi",Peechay Hutt - Single,House,5
Pehla Nasha,3:44,SANAM,Pehla Nasha - Single,Indian Pop,2
Pehla Nasha,4:51,Udit Narayan & Sadhana Sargam,Jo Jeeta Wohi Sikandar (Original Motion Picture Soundtrack),Bollywood,2
Pehli Nazar Mein,5:13,Pritam & Atif Aslam,Race (Original Motion Picture Soundtrack),Bollywood,2
People Watching,2:39,Conan Gray,People Watching - Single,Pop,30
Perfect,4:23,Ed Sheeran,÷ (Deluxe),Pop,110
Perfect Duet (with Beyoncé),4:20,Ed Sheeran,Perfect Duet (with Beyoncé) - Single,Pop,9
Phir Bhi Tumko Chaahunga,5:52,"Mithoon, Arijit Singh & Shashaa Tirupati",Half Girlfriend (Original Motion Picture Soundtrack),Bollywood,28
"Phir Le Aya Dil (From ""Barfi!"") [Reprise]",5:06,Arijit Singh & Pritam,Your's Truly Arijit,Bollywood,12
"Phir Mohabbat (From ""Murder 2"")",5:30,"Mohammed Irfan, Arijit Singh & Saim Bhat",Best of Arijit Singh,Bollywood,17
Photo,2:57,Karan Sehmbi,Luka Chuppi (Original Motion Picture Soundtrack),Bollywood,16
Photograph,4:19,Ed Sheeran,x (Deluxe Edition),Pop,15
Pillow Talking (feat. B.Rain),10:46,Lil Dicky,Professional Rapper,Hip-Hop,1
Pillow Talking (feat. Brain),,Lil Dicky,,Hip-Hop/Rap,3
Plain Jane,2:54,A$AP Ferg,Still Striving,Hip-Hop/Rap,11
Play Date,3:00,Melanie Martinez,Hot Hits,Alternative,1
Play That Song,4:03,Train,a girl a bottle a boat,Pop,4
PLAYING WITH FIRE,3:19,BLACKPINK,SQUARE TWO - EP,K-Pop,
POCKET ROCKET,2:12,Cochise,POCKET ROCKET - Single,Hip-Hop/Rap,4
Pookie,3:01,Aya Nakamura,NAKAMURA,R&B/Soul,1
Pope Is a Rockstar,3:07,SALES,Sales Lp,Pop,8
POPSTAR (feat. Drake),3:20,DJ Khaled,POPSTAR (feat. Drake) - Single,Hip-Hop/Rap,4
positions,2:52,Ariana Grande,Positions,Pop,10
Poster Lagwa Do,2:59,"Mika Singh, Sunanda Sharma & Nikhita Gandhi",Luka Chuppi (Original Motion Picture Soundtrack),Bollywood,10
Pray (feat. Logic),3:42,Sam Smith,Pray (feat. Logic) - Single,Pop,47
Pray (feat. Logic),3:42,Sam Smith,Pray (feat. Logic) - Single,Pop,21
Prem Ki Naiyya,4:11,"Neeraj Shridhar, Suzanne D'Mello & Pritam",Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),Bollywood,2
Proper Patola,2:59,"Badshah, Diljit Dosanjh & Aastha Gill",Namaste England (Original Motion Picture Soundtrack),Bollywood,41
Proper Patola (feat. Badshah),2:31,Diljit Dosanjh,Proper Patola (feat. Badshah) - Single,Punjabi Pop,18
"Psycho Saiyaan (From ""Saaho"")",2:46,"Sachet Tandon, Dhvani Bhanushali & Tanishk Bagchi","Psycho Saiyaan (From ""Saaho"") - Single",Bollywood,41
"Psycho, Pt. 2",2:42,Russ,"Psycho, Pt. 2 - Single",Hip-Hop/Rap,1
Pucho Na Yaar Kya Hua (The Unwind Mix),3:34,Prajakta Shukre,Bollywood Unwind 2,Bollywood,2
Pungi,4:08,"Mika Singh, Amitabh Bhattacharya, Nakash, Pritam & Javed Jaffrey",Agent Vinod (Original Motion Picture Soundtrack),Bollywood,1
Punjabi Wedding Song,3:54,"Vishal & Shekhar, Sunidhi Chauhan & Benny Dayal",Hasee Toh Phasee (Original Motion Picture Soundtrack),Bollywood,2
Punjabiyaan Di Battery,3:19,Yo Yo Honey Singh,Mere Dad Ki Maruti (Original Motion Pictures Soundtrack),Bollywood,6
"Pyaar Tenu Karda Gabru (From ""Shubh Mangal Zyada Saavdhan"")",2:46,"Romy, Tanishk Bagchi & Yo Yo Honey Singh","Pyaar Tenu Karda Gabru (From ""Shubh Mangal Zyada Saavdhan"") - Single",Bollywood,44
Pyar Ho,4:12,Vishal Mishra & Sunidhi Chauhan,Munna Michael (Original Motion Picture Soundtrack),Bollywood,7
"Pyar Ki (feat. Nakash Aziz, Divya Kumar, Anmoll Mallik, Earl Edgar)",3:48,Sharib Sabri & Toshi Sabri,Housefull 3 (Original Motion Picture Soundtrack),Bollywood,2
Qabool Hai,3:18,Karun & Baajewala,Qabool Hai (Deluxe),Contemporary R&B,
Qismat,4:04,Ammy Virk,Jaani & B Praak Hits,Indian Pop,9
"Raabta (From ""Agent Vinod)",4:04,Arijit Singh,Love Dose Arijit Singh,Bollywood,9
Raadhe Shyam (feat. Vedang),3:34,Udbhav,Raadhe Shyam (feat. Vedang) - Single,Pop,2
Raat Bhar,5:26,Arijit Singh & Shreya Ghoshal,Heropanti (Original Motion Picture Soundtrack) - EP,Bollywood,
Raat Di Gedi,3:19,Diljit Dosanjh,Raat Di Gedi - Single,Indian Pop,15
Radha,5:41,"Vishal & Shekhar, Shekhar Ravjiani, Shreya Ghoshal, Udit Narayan & Vishal Dadlani",Student of the Year (Original Motion Picture Soundtrack),Bollywood,2
Radioactive,3:07,Imagine Dragons,Night Visions,Pop,11
Raghupati Raghav,5:21,"Neeraj Shridhar, Monali Thakur & Bob",Krrish 3 (Original Motion Picture Soundtrack),Bollywood,
Rail Gaddi,5:04,Chirag Pehchan & Mangal Singh,The Greatest Hits,Punjabi Pop,
Ramta Jogi,6:17,Sukhwinder Singh & Alka Yagnik,Taal (Original Motion Picture Soundtrack),Bollywood,
Rang De Basanti,6:04,"A. R. Rahman, Daler Mehndi & Chitra",Rang De Basanti (Original Motion Picture Soundtrack),Bollywood,1
Rani Tu Mein Raja,3:46,"Mika Singh, Bhavya Pandit & Yo Yo Honey Singh",Gujju Dance,Indian Folk,5
"Ranjha (From ""Shershaah"")",3:49,Jasleen Royal & B. Praak,"Ranjha (From ""Shershaah"") - Single",Bollywood,13
Rap God,6:04,Eminem,The Marshall Mathers LP2 (Deluxe Version),Hip-Hop/Rap,3
Rapping with the Baby (feat. Machance),4:14,House Cafe,Rapping with the Baby (feat. Machance),Dance,
"Rasputin (7"" Version)",4:43,Boney M.,Diamonds (40th Anniversary Edition),Pop,3
Rataan,3:05,Vilen,Rataan - Single,Hip-Hop/Rap,193
...Ready For It?,3:28,Taylor Swift,reputation,Pop,3
Rewind 2020 Part 5,3:38,Obed Joe,Rewind 2020 - EP,Hip-Hop/Rap,
Rich Boy,1:52,payton,Rich Boy - Single,Hip-Hop/Rap,12
Right Here Right Now,3:03,Abhishek Bachchan & Sunidhi Chauhan,Bluff Master (Original Motion Picture Soundtrack),Bollywood,2
Right Now Now,4:06,"Wajid, Sunidhi Chauhan & Suzanne D'Mello",Housefull 2 (Original Motion Picture Soundtrack),Bollywood,13
Rihaa,5:30,Arijit Singh,Rihaa - Single,Indian,
River,3:35,Bishop Briggs,Bishop Briggs - EP,Alternative,1
Roar,3:44,Katy Perry,PRISM (Deluxe),Pop,2
Rockabye (feat. Sean Paul & Anne-Marie),4:11,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie) - Single,Dance,16
ROCKSTAR (feat. Roddy Ricch),3:02,DaBaby,BLAME IT ON BABY,Hip-Hop/Rap,
Roke Na Ruke Naina,4:38,Arijit Singh,Badrinath Ki Dulhania (Original Motion Picture Soundtrack) - EP,Bollywood,2
Roop Tera Mastana (feat. Rhys Sebastian),2:59,Sanam,Roop Tera Mastana - Single (feat. Rhys Sebastian) - Single,Indian Pop,1
Roses,2:54,SAINt JHN,Collection One,Hip-Hop/Rap,8
Roses (Imanbek Remix),2:57,SAINt JHN,Roses (Imanbek Remix) - Single,Dance,8
Rover (feat. DTG),2:48,S1mba,Rover (feat. DTG) - Single,Hip-Hop/Rap,2
Rude,3:45,MAGIC!,Don't Kill the Magic,Pop,32
Ruka Hoon,2:49,Jigar Saraiya,Ruka Hoon - Single,Indian Pop,24
Runaway,4:09,AURORA,All My Demons Greeting Me As a Friend (Deluxe),Pop,5
Running Up That Hill (A Deal With God),4:59,Kate Bush,Hounds of Love,Pop,2
Saada Pyaar,3:34,"AP Dhillon, Gurinder Gill & Money Musik",Saada Pyaar - Single,Worldwide,10
Saadda Haq,6:03,Mohit Chauhan,Rockstar (Original Motion Picture Soundtrack),Bollywood,1
Saadi Galli Aaja,4:13,Ayushmann Khurrana & Neeti Mohan,Nautanki Saala! (Original Motion Picture Soundtrack),Bollywood,1
Sab Fade Jange,4:07,Parmish Verma,Sab Fade Jange - Single,Punjabi Pop,41
Sab Tera,3:48,Armaan Malik & Shraddha Kapoor,Baaghi (Original Motion Picture Soundtrack),Bollywood,2
Safaera,4:55,"Bad Bunny, Jowell & Randy & Ñengo Flow",YHLQMDLG,Urbano latino,
Sage,3:50,Ritviz,Sage - Single,Alternative,
Saibo,3:15,"Shreya Ghoshal, Tochi Raina & Sachin-Jigar",Shor In the City (Original Motion Picture Soundtrack),Bollywood,7
Saiyaan Ji (feat. Nushrratt Bharuccha),3:25,Yo Yo Honey Singh,Saiyaan Ji (feat. Nushrratt Bharuccha) - Single,Indian Pop,1
Sajan Bade Senti,2:32,Dev Negi & Harjot Kaur,Badhaai Ho (Original Motion Picture Soundtrack),Bollywood,1
Sajan Bin,3:14,"Shankar-Ehsaan-Loy, Shivam Mahadevan & Jonita Gandhi",Bandish Bandits (Original Motion Picture Soundtrack),Bollywood,4
"Sajde (From ""Kill Dil"")",5:25,"Arijit Singh, Nihira Joshi Deshpande & Gulzar",Romantic Anthems - Valentine's 2017,Bollywood,14
Sakhiyaan,2:59,Maninder Buttar,Sakhiyaan - Single,Punjabi Pop,10
Salaam Namaste,4:38,"Vishal & Shekhar, Kunal Ganjawala & Vasundhara Das",Salaam Namaste (Original Motion Picture Soundtrack),Bollywood,2
Same Beef,4:50,Bohemia & Sidhu Moose Wala,Same Beef - Single,Hip-Hop/Rap,1
Samjhawan,4:29,"Jawad Ahmed, Sharib Toshi, Arijit Singh & Shreya Ghoshal",Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack),Bollywood,27
Sanam Re,5:09,Mithoon & Arijit Singh,Sanam Re (Original Motion Picture Soundtrack),Bollywood,2
Sang Hoon Tere,4:25,Pritam & Nikhil D'Souza,Jannat 2 (Original Motion Picture Soundtrack),Bollywood,6
Sanu Ek Pal Chain,3:30,Rahat Fateh Ali Khan,Raid (Original Motion Picture Soundtrack) - EP,Bollywood,13
Sanu Kehndi,2:48,Romy & Brijesh Shandilya,Kesari (Original Motion Picture Soundtrack),Bollywood,20
Sapna Jahan,5:42,"Ajay-Atul, Sonu Nigam & Neeti Mohan",Brothers (Original Motion Picture Soundtrack),Bollywood,4
Sapne Mein,5:24,Asha Bhosle & Suresh Wadkar,Satya (Original Motion Picture Soundtrack),Bollywood,6
Sar Phira,2:59,Hasan Raheem & Abdullah Kasumbi,Sar Phira - Single,Pop,1
Sare Karo Dab,3:54,"Raftaar, Sonu Kakkar & Muhfaad",Zero to Infinity,Indian Pop,1
Saree Ke Fall Sa,4:01,Antara Mitra & Nakash Aziz,R... Rajkumar (Original Motion Picture Soundtrack),Bollywood,1
Sathi,3:36,Ritviz & Nucleya,Baaraat - EP,Pop,
Satisfya,3:00,Imran Khan,Satisfya - Single,Hip-Hop/Rap,13
Saturday Nights,3:30,Khalid,Suncity,R&B/Soul,1
Saturday Saturday,3:31,"Sharib-Toshi, Badshah, Indeep Bakshi & Akriti Kakkar",Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack),Bollywood,2
Sauda Khara Khara,3:31,"Diljit Dosanjh, Sukhbir, Dhvani Bhanushali, DJ Chetas & Lijo George",Sauda Khara Khara - Single,Bollywood,4
Saude Bazi,5:55,Pritam & Anupam Amod,Aakrosh (Original Motion Picture Soundtrack),Bollywood,6
Savage Love (Laxed - Siren Beat),2:51,Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat) - Single,Pop,9
Savan,3:53,Vilen,Savan - Single,Pop,15
Save Your Tears,3:36,The Weeknd,After Hours,R&B/Soul,3
Sawan Mein Lag Gayi Aag,3:47,"Mika Singh, Payal Dev, Neha Kakkar & Badshah",Ginny Weds Sunny (Original Motion Picture Soundtrack) - EP,Bollywood,1
Say My Name,3:19,"David Guetta, Bebe Rexha & J Balvin",7,Dance,
Say Na Say Na,3:17,"Aneela Mirza, Robert Uhlmarash & Johan Bejerholm",Bluff Master (Original Motion Picture Soundtrack),Bollywood,2
Say Something I'm Giving Up on You,3:46,Sam Redden,Say Something I'm Giving Up on You - Single,Pop,24
Scam 1992 Theme Music,1:26,Achint,Scam 1992 Theme Music - Single,Electronic,5
Scars to Your Beautiful,3:50,Alessia Cara,Know-It-All (Deluxe),Pop,8
Scooby Doo Pa Pa (DJ Kass Official 2018 Mix),2:27,Dj Kass,Scooby Doo Pa Pa (DJ Kass Official 2018 Mix) - Single,Latin Urban,5
Second Hand Jawaani,4:01,"Miss Pooja, Neha Kakkar & Nakash Aziz",Cocktail (Original Motion Picture Soundtrack),Bollywood,5
Self Aware Bitch,2:49,Anna Sofia,Self Aware Bitch - EP,Pop,1
Señorita,3:11,Shawn Mendes & Camila Cabello,Señorita - Single,Pop,12
Sexy and I Know It,3:19,LMFAO,Sorry for Party Rocking,Pop,2
Sexy Baliye,3:14,Mika Singh,Secret Superstar (Original Motion Picture Soundtrack),Bollywood,4
Shaamein,3:53,King & Harjas Harjaayi,Shaamein - Single,Indian,
Shaayad,3:28,Taba Chake,Bombay Dreams,Singer/Songwriter,36
"Shaayraana (From ""Holiday"")",4:21,Arijit Singh & Pritam,"Yours Truly Arijit, Vol. 2",Bollywood,3
"Shaitan Ka Saala (From ""Housefull 4"")",2:27,Sohail Sen & Vishal Dadlani,"Shaitan Ka Saala (From ""Housefull 4"") - Single",Bollywood,12
Shake It Like Shammi,3:27,Vishal & Shekhar & Benny Dayal,Hasee Toh Phasee (Original Motion Picture Soundtrack),Bollywood,4
Shake It Off,3:39,Taylor Swift,1989 (Deluxe),Pop,7
Shape of You,3:54,Ed Sheeran,÷ (Deluxe),Pop,9
Sharmsaar,3:34,Karun & Lambo Drive,Qabool Hai (Deluxe),Alternative Rap,9
"Shayad (From ""Love Aaj Kal"")",4:08,Pritam & Arijit Singh,"Shayad (From ""Love Aaj Kal"") - Single",Bollywood,10
She,6:03,Harry Styles,Fine Line,Pop,
She Make It Clap,1:52,Soulja Boy Tell 'Em,Trending Songs 2021,Hip-Hop/Rap,1
She Move It Like,3:02,Badshah,ONE (Original Never Ends),Indian Pop,55
Sheher Ki Ladki,2:53,"Badshah, Tulsi Kumar, Abhijeet Bhattacharya & Chandra Dixit",Khandaani Shafakhana (Original Motion Picture Soundtrack),Bollywood,3
Sheila Ki Jawani,4:42,Sunidhi Chauhan & Vishal Dadlani,Tees Maar Khan (Original Motion Picture Soundtrack),Bollywood,
Shivers,3:28,Ed Sheeran,=,Pop,
Shotgun,3:21,George Ezra,Staying at Tamara's,Singer/Songwriter,27
"Shukran Allah (From ""Kurbaan"")",4:50,"Salim Merchant, Sonu Nigam, Shreya Ghoshal & Salim-Sulaiman",Best of Me: Sonu Nigam,Bollywood,18
Shut Up & Bounce,4:37,"Sunidhi Chauhan, Vishal & Shekhar & Vishal Dadlani",Dostana (Original Motion Picture Soundtrack),Bollywood,1
Sick Boy,3:13,The Chainsmokers,Sick Boy,Dance,
SICKO MODE,5:13,Travis Scott,ASTROWORLD,Hip-Hop/Rap,3
Sinner,3:49,King,Khwabeeda - Single,Indian Pop,11
Sip Sip (feat. Intense),3:36,Jasmine Sandlas,Sip Sip (feat. Intense) - Single,Punjabi Pop,16
"Sip Sip 2.0 (From ""Street Dancer 3D"")",3:40,"Garry Sandhu, Jasmine Sandlas & Tanishk Bagchi","Sip Sip 2.0 (From ""Street Dancer 3D"") - Single",Bollywood,
Skechers,1:46,DripReport,Skechers - Single,Hip-Hop/Rap,35
Slam,3:38,Onyx,Bacdafucup,Hip-Hop/Rap,1
Slow Motion,4:07,Shreya Ghoshal & Nakash Aziz,Bharat (Original Motion Picture Soundtrack),Bollywood,
Slow Motion Angreza,4:21,"Shankar-Ehsaan-Loy, Shankar Mahadevan, Sukhwinder Singh & Loy Mendonsa",Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),Bollywood,3
Slowly Slowly,3:25,Guru Randhawa & Pitbull,Slowly Slowly - Single,World,29
Slumber Party (feat. Princess Nokia),2:58,Ashnikko,DEMIDEVIL,Pop,87
Smack That (feat. Eminem),3:32,Akon,Konvicted (Complete Edition),R&B/Soul,9
Soch Na Sake,4:41,"Amaal Mallik, Arijit Singh & Tulsi Kumar",Airlift (Original Motion Picture Soundtrack) - EP,Bollywood,5
Soniyo,5:28,"Raju Singh, Sonu Nigam, Shreya Ghoshal & Neeraj Shridhar",RAAZ - The Mystery Continues (Original Motion Picture Soundtrack),Bollywood,2
Sooraj Dooba Hain,4:25,Arijit Singh & Aditi Singh Sharma,Roy (Original Motion Picture Soundtrack),Bollywood,3
Sorry,3:21,Justin Bieber,Purpose,Pop,3
Sorry Darling (feat. Raju Punjabi),3:28,P.K. Rajli,Sorry Darling (feat. Raju Punjabi) - Single,Regional Indian,
Space Song,5:20,Beach House,Depression Cherry,Alternative,5
Starboy (feat. Daft Punk),3:50,The Weeknd,Starboy,R&B/Soul,21
Starships,3:31,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe Edition),Hip-Hop/Rap,2
Starving (feat. Zedd),3:02,Hailee Steinfeld & Grey,Starving (feat. Zedd) - Single,Pop,22
STAY,2:22,The Kid LAROI & Justin Bieber,STAY - Single,Pop,5
Stereo Hearts (feat. Adam Levine),3:31,Gym Class Heroes,Stereo Hearts (feat. Adam Levine) - Single,Pop,1
Still D.R.E. (feat. Snoop Dogg),4:31,Dr. Dre,2001,Pop,
Still Don't Know My Name,2:33,Labrinth,Euphoria (Original Score from the HBO Series),Soundtrack,2
Stitches,3:27,Shawn Mendes,Handwritten (Revisited),Pop,8
The Story,4:05,Conan Gray,Kid Krow,Pop,52
Story of My Life,4:05,One Direction,Midnight Memories (Deluxe Edition),Pop,1
Stranger,3:18,Diljit Dosanjh,Stranger - Single,Punjabi Pop,5
Stressed Out,3:22,twenty one pilots,Blurryface,Alternative,2
Subah Subah,4:37,"Arijit Singh, Prakriti Kakar & Amaal Mallik",Sonu Ke Titu Ki Sweety (Original Motion Picture Soundtrack),Bollywood,2
"Subha Hone Na De (From ""Desi Boyz"")",4:49,Mika Singh & Shefali Alvares,Best of Akshay Kumar,Bollywood,4
Such a Whore,2:05,Jvla,Such a Whore - Single,Pop,3
Such a Whore (Stellular Remix),2:28,Jvla,Such a Whore (Stellular Remix) - Single,Pop,6
Such Keh Raha Hai,5:29,KK,Rehnaa Hai Terre Dil Mein (Original Motion Picture Soundtrack),Bollywood,133
SugarCrash!,1:20,ElyOtto,SugarCrash! - Single,Pop,
"Suit (From ""Suit"")",3:21,Guru Randhawa & Arjun,Best of Guru Randhawa,Indian Pop,4
Suit Punjabi,3:22,Jass Manak,Suit Punjabi - Single,Regional Indian,2
Suit Suit (feat. Arjun),3:10,"Guru Randhawa, Rajat Nagpal & Intense",Hindi Medium (Original Motion Picture Soundtrack),Bollywood,7
Suncity (feat. Empress Of),3:09,Khalid,Suncity,R&B/Soul,134
Sunn Na,2:51,Bali,Sunn Na - Single,Hip-Hop/Rap,13
Sunny Sunny,4:03,Yo Yo Honey Singh & Neha Kakkar,Holi Bollywood Songs,Bollywood,5
Suno Na Sangemarmar,3:22,Arijit Singh,Youngistaan (Original Motion Picture Soundtrack),Bollywood,3
Surtada (Remix Brega Funk),2:33,"Dadá Boladão, Tati Zaqui & Oik",Surtada (Remix Brega Funk) - Single,Baile Funk,
Swag Mera Desi,4:08,Raftaar & Manj Musik,Spoken Word - EP,Indian,8
Swag Se Solo,1:48,Sachet Tandon & Tanishk Bagchi,Swag Se Solo - Single,Indian Pop,32
Swag Se Swagat,3:56,"Vishal & Shekhar, Julius Packiam, Vishal Dadlani & Neha Bhasin",Tiger Zinda Hai (Original Motion Picture Soundtrack),Bollywood,9
Swalla (feat. Nicki Minaj & Ty Dolla $ign),3:36,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign) - Single,Pop,12
Sweety Tera Drama,2:27,"Dev Negi, Pawni Pandey, Shraddha Pandit & Pravesh Mallick",Bareilly Ki Barfi (Original Motion Picture Soundtrack),Bollywood,9
"Taang Uthake (feat. Mika Singh, Neeti Mohan, Mamta Sharma, Hrishikesh Chury)",4:10,Sohail Sen,Housefull 3 (Original Motion Picture Soundtrack),Bollywood,8
Taare Ginn,4:18,"A. R. Rahman, Mohit Chauhan & Shreya Ghoshal",Dil Bechara (Original Motion Picture Soundtrack),Bollywood,
Taarefon Se,4:38,Amit Trivedi & Arijit Singh,Dear Zindagi (Original Motion Picture Soundtrack),Bollywood,2
Taaron Ke Shehar,3:50,Neha Kakkar & Jubin Nautiyal,Taaron Ke Shehar - Single,Indian Pop,2
Take Me To Church,4:02,Hozier,Hozier,Singer/Songwriter,22
Take My Breath,5:39,The Weeknd,Dawn FM,R&B/Soul,
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",3:33,DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B) - Single",Dance,47
Talk,3:18,Khalid,Free Spirit,R&B/Soul,2
Talk Is Overrated (feat. blackbear),3:10,Jeremy Zucker,Idle - EP,Alternative,9
Talking To the Moon,3:38,Bruno Mars,Doo-Wops & Hooligans,Pop,2
Tamma Tamma Again,3:19,"Bappi Lahiri, Anuradha Paudwal & Badshah",Badrinath Ki Dulhania (Original Motion Picture Soundtrack),Bollywood,1
Tamma Tamma Again 52 Non Stop Remix,1:21:48,"Arya Acharya, Aditi Singh Sharma, Adityan, Alisha Chinai, Amaal Mallik, Amit Mishra, Anuradha Paudwal, Anushka Sharma, Apeksha Dandekar, Arijit Singh, Armaan Malik, Arman Hasan, Badshah, Bappi Lahiri, Benny Dayal, Brijesh Shandilya, Brown Gal, Bups Saggu,",Tamma Tamma Again 52 Non Stop Remix,Indian Pop,
Tap Out,1:52,ZZ & Lil Littlez,Tap Out / The Island - Single,Hip-Hop/Rap,
Tareefan,3:06,Qaran & Badshah,Veere Di Wedding (Original Motion Picture Soundtrack),Bollywood,44
Tattad Tattad,4:58,Aditya Narayan,Goliyon Ki Raasleela Ram-Leela (Original Motion Picture Soundtrack),Bollywood,2
Te Amo (Duet),4:45,"Pritam, Ash King & Sunidhi Chauhan",Dum Maaro Dum (Original Motion Picture Soundtrack),Bollywood,
Te Prometo,2:42,DENNIS & Mc Don Juan,Te Prometo - Single,Baile Funk,
telepatía,2:40,Kali Uchis,Sin Miedo (del Amor y Otros Demonios) ∞,R&B/Soul,5
Temperature,3:39,Sean Paul,The Trinity,Pop,3
Tenu Meri Umar Lag Jaave,4:53,Rahul Jain,Tenu Meri Umar Lag Jaave - Single,Regional Indian,1
Tequila,2:41,"Sachin-Jigar, Jigar Saraiya & Divya Kumar",Bala (Original Motion Picture Soundtrack),Bollywood,3
Tera Baap Aaya,2:45,Farhad Bhiwandiwala,Commando 3 (Original Motion Picture Soundtrack) - EP,Bollywood,1
Tera Ban Jaunga,3:56,Akhil Sachdeva & Tulsi Kumar,Kabir Singh (Original Motion Picture Soundtrack),Bollywood,54
Tera Ghata,4:14,Gajendra Verma,Tera Ghata - Single,Pop,20
Tera Hone Laga Hoon,5:00,"Atif Aslam, Alisha Chinai & Pritam",Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),Bollywood,1
Tera Hua Na Mai Kabhi,3:57,King & HIGHBORN,The Gorilla Bounce,R&B/Soul,7
Tera Woh Pyar (Nawazishein Karam),7:05,Momina Mustehsan & Asim Azhar,Coke Studio Season 9: Sound of the Nation,Worldwide,52
Tera Yaar Bolda,4:36,Surjit Bindrakhia,The King (Greatest Hits),Punjabi Pop,
Tera Yaar Hoon Main,4:25,Arijit Singh,Sonu Ke Titu Ki Sweety (Original Motion Picture Soundtrack),Bollywood,64
Tera Zikr,3:29,Darshan Raval,Tera Zikr - Single,Pop,50
Tere Bin,3:51,"Rahat Fateh Ali Khan, Asees Kaur & Tanishk Bagchi",Simmba (Original Motion Picture Soundtrack),Bollywood,1
Tere Bina Zindagi Se,5:54,Lata Mangeshkar & Kishore Kumar,Aandhi (Original Motion Picture Soundtrack),Bollywood,
Tere Bina Zindagi Se,4:33,SANAM,Tere Bina Zindagi Se - Single,Indian Pop,11
Tere Liye,5:32,Lata Mangeshkar & Roop Kumar Rathod,Veer-Zaara (Original Motion Picture Soundtrack),Bollywood,
Tere Liye,7:08,Mithoon & Ankit Tiwari,Sanam Re (Original Motion Picture Soundtrack),Bollywood,
Tere Mast Mast Do Nain,5:58,Rahat Fateh Ali Khan,Dabangg (Original Motion Picture Soundtrack),Bollywood,2
"Tere Mere (From ""Chef"")",5:44,Armaan Malik & Amaal Mallik,"Tere Mere (From ""Chef"") - Single",Bollywood,
Tere Naal Nachna,2:47,Badshah & Sunanda Sharma,Nawabzaade (Original Motion Picture Soundtrack) - EP,Bollywood,20
Tere Naina Maar Hi Daalenge,5:00,"Shaan, Shreya Ghoshal & Shabab Sabri",Jai Ho (Original Motion Picture Soundtrack),Bollywood,2
Tere Sang Yaara,4:46,Atif Aslam,Rustom (Original Motion Picture Soundtrack),Bollywood,15
Tere Te,1:54,AP Dhillon & Gurinder Gill,Hidden Gems - EP,Punjabi Pop,3
Teri Aankhya Ka Kajal,4:31,D C Madana,Teri Aankhya Ka Kajal - Single,Indian Pop,
Teri Baaton,4:06,Raghav,Storyteller,Pop,39
Teri Choriyaan,2:56,Guru Randhawa & Payal Dev,Chhalaang (Original Motion Picture Soundtrack),Bollywood,
Teri Khair Mangdi,3:45,Bilal Saeed,Baar Baar Dekho (Original Motion Picture Soundtrack) - EP,Bollywood,4
Teri Meri Kahaani,5:31,Arijit Singh & Palak Muchhal,Gabbar Is Back (Original Motion Picture Soundtrack),Bollywood,2
Teri Mitti,5:14,B Praak,Kesari (Original Motion Picture Soundtrack),Bollywood,19
Teri Ore,5:40,Rahat Fateh Ali Khan & Shreya Ghoshal,Singh Is Kinng (Original Motion Picture Soundtrack),Bollywood,
Thandi Hawa,3:23,Ritviz,Thandi Hawa - Single,Indian Pop,12
Therefore I Am,2:54,Billie Eilish,Therefore I Am - Single,Alternative,2
They Call Me Tiago (Her Name Is Margo),2:34,Tiagz,They Call Me Tiago - EP,Hip-Hop/Rap,4
Thinking Out Loud,4:42,Ed Sheeran,x (Wembley Edition),Pop,17
This Is What Heartbreak Feels Like,2:38,JVKE,This Is What Heartbreak Feels Like - Single,Pop,3
This Is What You Came For (feat. Rihanna),3:42,Calvin Harris,This Is What You Came For (feat. Rihanna) - Single,Dance,1
This Town,3:53,Niall Horan,This Town - Single,Pop,2
Thodi Der,4:56,Farhan Saeed & Shreya Ghoshal,Half Girlfriend (Original Motion Picture Soundtrack),Bollywood,5
"Thodi Jagah (From ""Marjaavaan"")",3:38,Arijit Singh & Tanishk Bagchi,"Thodi Jagah (From ""Marjaavaan"") - Single",Bollywood,60
Thriller,5:58,Michael Jackson,Thriller,Pop,
Thug Ranjha,3:05,Akasa,Thug Ranjha - Single,Pop,34
Thunder,3:07,Imagine Dragons,Evolve,Alternative,5
